"","edge","mean","pattern"
"717",0.57241,0.162562,38.806661
"718",0.700798,0.135418,5.603906
"719",0.618805,0.199177,26.343628
"720",0.58452,0.187856,-1.450534
"721",0.939338,0.146903,9.251057
"722",0.600131,0.14288,13.879269
"723",0.608191,0.173049,27.421624
"724",0.617462,0.179002,-0.684678
"725",0.540164,0.218662,-36.718766
"726",0.696591,0.2084,33.87956
"727",0.533344,0.1709,33.854742
"728",0.59994,0.151531,19.987154
"729",0.682045,0.153305,20.808074
"730",0.897072,0.127323,2.253498
"731",0.731752,0.133145,10.006695
"732",0.615061,0.180049,22.415514
"733",0.830255,0.143592,20.091972
"734",0.526958,0.17129,43.119875
"735",0.675305,0.160796,1.397017
"736",0.915056,0.149449,18.448326
"737",0.802175,0.163167,7.866833
"738",0.588722,0.122369,28.34111
"739",0.556122,0.18731,66.887252
"740",0.663929,0.140703,9.71323
"741",0.653013,0.210176,30.86294
"742",0.560537,0.158679,32.393562
"743",0.622768,0.149775,22.699224
"744",0.637052,0.170877,-4.009045
"745",0.641584,0.145285,10.513122
"746",0.644943,0.156152,4.829673
"747",0.587667,0.149392,-4.694878
"748",0.676804,0.132169,25.265503
"749",0.640003,0.143108,19.8513
"750",0.612575,0.13719,30.603919
"751",0.682834,0.130514,19.161869
"752",0.644723,0.133384,26.364071
"753",0.744627,0.139849,-0.362723
"754",0.641014,0.145345,16.191906
"755",0.565188,0.135344,24.123611
"756",0.753148,0.161095,8.342851
"757",0.922217,0.158073,-0.559322
"758",0.822238,0.132192,12.478288
"759",0.644046,0.144312,22.97187
"760",0.732053,0.146143,2.088313
"761",0.599108,0.160485,11.834771
"762",0.95464,0.151372,-3.525004
"763",0.697631,0.11746,22.76152
"764",0.802068,0.145043,-9.41397
"765",0.595804,0.181759,23.966022
"766",0.571748,0.173998,19.686155
