"","edge","mean","pattern"
"727",0.779698,0.141233,17.549022
"728",0.988576,0.14826,12.235971
"729",0.856688,0.150341,11.29943
"730",0.626473,0.146286,22.139237
"731",0.643022,0.158791,10.179666
"732",0.842477,0.129389,24.237558
"733",0.845806,0.157331,15.330989
"734",0.894851,0.146853,6.529835
"735",0.934319,0.140338,18.027726
"736",0.906721,0.154292,16.269235
"737",0.904433,0.14319,16.733652
"738",0.929867,0.1458,12.619735
"739",0.924745,0.151969,14.300935
"740",0.835024,0.155619,17.52786
"741",0.82165,0.143505,14.861422
"742",0.660976,0.148822,18.262746
"743",0.540158,0.169184,26.71525
"744",0.69853,0.155361,10.925438
"745",0.620975,0.135272,22.695684
"746",0.666211,0.146648,9.926191
"747",0.663331,0.150341,18.00205
"748",0.909341,0.143788,18.645575
"749",0.764846,0.152493,19.746778
"750",0.594466,0.140015,23.42813
"751",0.952772,0.131513,19.21918
"752",0.809743,0.154548,18.283786
"753",0.752227,0.136693,18.266192
"754",0.976373,0.139147,-3.052009
"755",0.969425,0.144988,15.613607
"756",0.897751,0.141115,20.452272
"757",0.864266,0.144939,15.800678
"758",0.941695,0.155833,4.488893
"759",0.659143,0.156103,17.467946
"760",0.839787,0.144626,7.473886
"761",0.690219,0.151987,13.235176
"762",0.728766,0.154079,11.05872
"763",0.839986,0.161386,10.739593
"764",0.624792,0.152977,20.758205
"765",0.803773,0.150619,6.825565
"766",0.916213,0.154389,7.646265
"767",0.819441,0.150475,17.770312
"768",0.970139,0.137727,18.845923
"769",0.624788,0.141365,18.502293
"770",0.98214,0.153472,3.331788
"771",0.800319,0.142326,20.256493
"772",0.751399,0.140869,16.062206
