"","edge","mean","pattern"
"698",0.727404,0.108964,1.471735
"699",0.641449,0.12072,-2.489179
"700",0.604378,0.105696,9.488075
"701",0.688525,0.133704,-21.481224
"702",0.655959,0.112568,13.833413
"703",0.645812,0.125541,9.983823
"704",0.641001,0.106291,-4.078736
"705",0.849748,0.099931,-0.535496
"706",0.694056,0.12267,-0.887148
"707",0.578181,0.11878,2.147914
"708",0.631184,0.115041,0.884457
"709",0.624498,0.104569,-0.670087
"710",0.634323,0.118578,3.968975
"711",0.914747,0.110962,-1.139678
"712",0.589899,0.102398,-1.280567
"713",0.620969,0.108048,1.05992
"714",0.651566,0.122502,-0.689914
"715",0.90916,0.131781,-0.008805
"716",0.576927,0.110054,2.432865
"717",0.628464,0.102278,-1.804966
"718",0.814022,0.121727,5.539812
"719",0.628952,0.097697,0.326626
"720",0.658401,0.091921,4.280782
"721",0.826042,0.10491,1.1559
"722",0.812264,0.100445,-0.419357
"723",0.610116,0.096076,2.781741
"724",0.628785,0.097805,0.237333
"725",0.799694,0.116861,-0.435324
"726",0.857521,0.094986,2.315406
"727",0.649657,0.104508,-4.154802
"728",0.635315,0.102734,-1.685455
"729",0.605954,0.108246,-2.602535
"730",0.523357,0.120606,2.4335
"731",0.627335,0.131053,-9.250152
"732",0.775761,0.092189,1.230989
"733",0.696392,0.129395,-1.754301
"734",0.637157,0.103456,2.133267
"735",0.730888,0.09708,-0.748016
"736",0.632298,0.112395,0.985556
"737",0.61682,0.11747,-2.920762
"738",0.653056,0.112082,-0.942728
"739",0.609216,0.111367,0.887677
"740",0.620599,0.124156,-1.964423
"741",0.582994,0.096378,-1.438596
"742",0.671486,0.120701,-1.152008
"743",0.65452,0.127183,14.41934
"744",0.678927,0.11043,-0.367374
"745",0.764796,0.102405,0.951876
"746",0.604969,0.107552,2.720327
"747",0.697974,0.114797,0.178619
"748",0.671914,0.111351,1.184289
"749",0.692601,0.125325,0.555898
"750",0.699481,0.108335,3.54324
"751",0.495861,0.091256,-2.536723
"752",0.701603,0.12158,2.609907
"753",0.604084,0.097996,-2.062533
